name,Address 1,Address 2,"City, State Zip",googleMapsUrl,state,postal,source,source_date,address,lat,lng,county,FIPS,FIPS County,FIPS State,County,State,Postal,CensusDivision
CRESTWOOD HEALTH INC.,26-A PICOTTE DR.,ATTN: SUPERVISING PHARMACIST,"ALBANY, NY 12208",http://maps.google.com/maps?q=CRESTWOOD%20HEALTH%20INC%2C26-A%20PICOTTE%20DR.%2C+ALBANY%2C+NY+12208,NY,12208,DEA,Oct2018,"26-A PICOTTE DR., ATTN: SUPERVISING PHARMACIST, ALBANY, NY 12208",42.65228,-73.81195,Albany,36001,1,36,Albany,New York,NY,Middle Atlantic
CROSSBAY CHEMISTS CORP,157-02 CROSSBAY BOULEVARD,,"HOWARD BEACH, NY 11414",http://maps.google.com/maps?q=CROSSBAY%20CHEMISTS%20CORP%2C157-02%20CROSSBAY%20BOULEVARD%2C+HOWARD%20BEACH%2C+NY+11414,NY,11414,DEA,Oct2018,"157-02 CROSSBAY BOULEVARD, HOWARD BEACH, NY 11414",40.6722655,-73.8775049,Kings,36047,47,36,Kings,New York,NY,Middle Atlantic
CURE-AID PHARMACY INC.,203 ESSEX ST,,"LAWRENCE, MA 01840",http://maps.google.com/maps?q=CUREAID%20PHARMACY%20INC%2C203%20ESSEX%20ST%2C+LAWRENCE%2C+MA+01840,MA,1840,DEA,Oct2018,"203 ESSEX ST, LAWRENCE, MA 01840",42.707817,-71.1587019655,Essex,25009,9,25,Essex,Massachusetts,MA,New England
"CVS ALBANY, L.L.C.",100-02 QUEENS BOULEVARD,,"FOREST HILLS, NY 11375",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C100-02%20QUEENS%20BOULEVARD%2C+FOREST%20HILLS%2C+NY+11375,NY,11375,DEA,Oct2018,"100-02 QUEENS BOULEVARD, FOREST HILLS, NY 11375",40.7269616,-73.8539126,Queens,36081,81,36,Queens,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",12 WELCHER AVE.,,"PEEKSKILL, NY 10566",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C12%20WELCHER%20AVE.%2C+PEEKSKILL%2C+NY+10566,NY,10566,DEA,Oct2018,"12 WELCHER AVE., PEEKSKILL, NY 10566",41.2704597963,-73.935657574,Westchester,36119,119,36,Westchester,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",1396 SECOND AVENUE,,"NEW YORK, NY 10021",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C1396%20SECOND%20AVENUE%2C+NEW%20YORK%2C+NY+10021,NY,10021,DEA,Oct2018,"1396 SECOND AVENUE, NEW YORK, NY 10021",40.7689905,-73.9600525,New York,36061,61,36,New York,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",150 EAST 42ND ST.,,"NEW YORK, NY 10017",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C150%20EAST%2042ND%20ST.%2C+NEW%20YORK%2C+NY+10017,NY,10017,DEA,Oct2018,"150 EAST 42ND ST., NEW YORK, NY 10017",40.7510405,-73.9755221,New York,36061,61,36,New York,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",1827 MAIN ST.,,"PEEKSKILL, NY 10566",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C1827%20MAIN%20ST.%2C+PEEKSKILL%2C+NY+10566,NY,10566,DEA,Oct2018,"1827 MAIN ST., PEEKSKILL, NY 10566",41.2948363942,-73.9037158574,Westchester,36119,119,36,Westchester,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",1916 WILLIAMSBRIDGE ROAD,,"BRONX, NY 10461",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C1916%20WILLIAMSBRIDGE%20ROAD%2C+BRONX%2C+NY+10461,NY,10461,DEA,Oct2018,"1916 WILLIAMSBRIDGE ROAD, BRONX, NY 10461",40.8526934694,-73.8531065918,Bronx,36005,5,36,Bronx,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",1944 DEER PARK AVE,DEER PARK S/C,"DEER PARK, NY 11729",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C1944%20DEER%20PARK%20AVE%2C+DEER%20PARK%2C+NY+11729,NY,11729,DEA,Oct2018,"1944 DEER PARK AVE, DEER PARK S/C, DEER PARK, NY 11729",40.751683,-73.3351954,Suffolk,36103,103,36,Suffolk,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",2 E. JERICHO TPKE,,"HUNTINGTON STATION, NY 11746",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C2%20E.%20JERICHO%20TPKE%2C+HUNTINGTON%20STATION%2C+NY+11746,NY,11746,DEA,Oct2018,"2 E. JERICHO TPKE, HUNTINGTON STATION, NY 11746",40.8284373125,-73.4092641875,Suffolk,36103,103,36,Suffolk,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",20 MERRICK RD.,,"AMITYVILLE, NY 11701",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C20%20MERRICK%20RD.%2C+AMITYVILLE%2C+NY+11701,NY,11701,DEA,Oct2018,"20 MERRICK RD., AMITYVILLE, NY 11701",40.6716992765,-73.4224099504,Suffolk,36103,103,36,Suffolk,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",201 GLEN ST.,,"GLEN COVE, NY 11542",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C201%20GLEN%20ST.%2C+GLEN%20COVE%2C+NY+11542,NY,11542,DEA,Oct2018,"201 GLEN ST., GLEN COVE, NY 11542",40.8627187252,-73.6236298666,Nassau,36059,59,36,Nassau,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",202 OLD COUNTRY ROAD,,"HICKSVILLE, NY 11801",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C202%20OLD%20COUNTRY%20ROAD%2C+HICKSVILLE%2C+NY+11801,NY,11801,DEA,Oct2018,"202 OLD COUNTRY ROAD, HICKSVILLE, NY 11801",40.760035,-73.53459,Nassau,36059,59,36,Nassau,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.","2040 WESTERN AVENUE, ROUTE 155",,"ALBANY, NY 12203",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C2040%20WESTERN%20AVENUE%2C%20ROUTE%20155%2C+ALBANY%2C+NY+12203,NY,12203,DEA,Oct2018,"2040 WESTERN AVENUE, ROUTE 155, ALBANY, NY 12203",42.69748,-73.88763,Albany,36001,1,36,Albany,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",212-20 NORTHERN BOULEVARD,,"BAYSIDE, NY 11361",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C212-20%20NORTHERN%20BOULEVARD%2C+BAYSIDE%2C+NY+11361,NY,11361,DEA,Oct2018,"212-20 NORTHERN BOULEVARD, BAYSIDE, NY 11361",40.7597509,-73.7699997,Queens,36081,81,36,Queens,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",219-39 89TH AVENUE,,"QUEENS VILLAGE, NY 11427",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C219-39%2089TH%20AVENUE%2C+QUEENS%20VILLAGE%2C+NY+11427,NY,11427,DEA,Oct2018,"219-39 89TH AVENUE, QUEENS VILLAGE, NY 11427",40.726214,-73.748187,Queens,36081,81,36,Queens,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",2290 CENTRAL PARK AVENUE,,"YONKERS, NY 10710",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C2290%20CENTRAL%20PARK%20AVENUE%2C+YONKERS%2C+NY+10710,NY,10710,DEA,Oct2018,"2290 CENTRAL PARK AVENUE, YONKERS, NY 10710",40.909583,-73.877712,Westchester,36119,119,36,Westchester,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",241 WEST 57TH STREET,,"NEW YORK, NY 10019",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C241%20WEST%2057TH%20STREET%2C+NEW%20YORK%2C+NY+10019,NY,10019,DEA,Oct2018,"241 WEST 57TH STREET, NEW YORK, NY 10019",40.766438,-73.981986,New York,36061,61,36,New York,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",2419 HEMPSTEAD TPKE.,,"EAST MEADOW, NY 11554",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C2419%20HEMPSTEAD%20TPKE.%2C+EAST%20MEADOW%2C+NY+11554,NY,11554,DEA,Oct2018,"2419 HEMPSTEAD TPKE., EAST MEADOW, NY 11554",40.7252783,-73.5525461,Nassau,36059,59,36,Nassau,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",253 FIRST AVENUE,,"NEW YORK, NY 10003",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C253%20FIRST%20AVENUE%2C+NEW%20YORK%2C+NY+10003,NY,10003,DEA,Oct2018,"253 FIRST AVENUE, NEW YORK, NY 10003",40.7319529,-73.9847325,New York,36061,61,36,New York,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",260 DELAWARE AVENUE,,"DELMAR, NY 12054",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C260%20DELAWARE%20AVENUE%2C+DELMAR%2C+NY+12054,NY,12054,DEA,Oct2018,"260 DELAWARE AVENUE, DELMAR, NY 12054",42.6262485,-73.8219711875,Albany,36001,1,36,Albany,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",280 SOUTH MAIN STREET,,"NEW CITY, NY 10956",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C280%20SOUTH%20MAIN%20STREET%2C+NEW%20CITY%2C+NY+10956,NY,10956,DEA,Oct2018,"280 SOUTH MAIN STREET, NEW CITY, NY 10956",41.1380444542,-73.9906265895,Rockland,36087,87,36,Rockland,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",2925 KINGS HIGHWAY,,"BROOKLYN, NY 11229",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C2925%20KINGS%20HIGHWAY%2C+BROOKLYN%2C+NY+11229,NY,11229,DEA,Oct2018,"2925 KINGS HIGHWAY, BROOKLYN, NY 11229",40.615632898,-73.9455307143,Kings,36047,47,36,Kings,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",294 KATONAH AVENUE,,"KATONAH, NY 10536",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C294%20KATONAH%20AVENUE%2C+KATONAH%2C+NY+10536,NY,10536,DEA,Oct2018,"294 KATONAH AVENUE, KATONAH, NY 10536",41.2586604828,-73.6840816207,Westchester,36119,119,36,Westchester,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",309 MAIN ST.,,"NEW ROCHELLE, NY 10801",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C309%20MAIN%20ST.%2C+NEW%20ROCHELLE%2C+NY+10801,NY,10801,DEA,Oct2018,"309 MAIN ST., NEW ROCHELLE, NY 10801",40.901062,-73.7937091,Westchester,36119,119,36,Westchester,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",3101 DITMARS BLVD.,,"ASTORIA, NY 11105",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C3101%20DITMARS%20BLVD.%2C+ASTORIA%2C+NY+11105,NY,11105,DEA,Oct2018,"3101 DITMARS BLVD., ASTORIA, NY 11105",40.7824664,-73.9196722,Queens,36081,81,36,Queens,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",325 MAMARONECK AVE.,,"WHITE PLAINS, NY 10605",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C325%20MAMARONECK%20AVE.%2C+WHITE%20PLAINS%2C+NY+10605,NY,10605,DEA,Oct2018,"325 MAMARONECK AVE., WHITE PLAINS, NY 10605",41.0241281538,-73.7628126923,Westchester,36119,119,36,Westchester,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",34 CONGRESS ST.,,"SARATOGA SPRINGS, NY 12866",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C34%20CONGRESS%20ST.%2C+SARATOGA%20SPRINGS%2C+NY+12866,NY,12866,DEA,Oct2018,"34 CONGRESS ST., SARATOGA SPRINGS, NY 12866",43.07870275,-73.78844925,Saratoga,36091,91,36,Saratoga,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",3775 E. TREMONT AVE.,,"BRONX, NY 10465",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C3775%20E.%20TREMONT%20AVE.%2C+BRONX%2C+NY+10465,NY,10465,DEA,Oct2018,"3775 E. TREMONT AVE., BRONX, NY 10465",40.82557075,-73.8204975078,Bronx,36005,5,36,Bronx,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",403 ATLANTIC AVENUE,,"FREEPORT, NY 11520",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C403%20ATLANTIC%20AVENUE%2C+FREEPORT%2C+NY+11520,NY,11520,DEA,Oct2018,"403 ATLANTIC AVENUE, FREEPORT, NY 11520",40.6443094485,-73.5937166126,Nassau,36059,59,36,Nassau,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",4170 ALBANY POST RD.,,"HYDE PARK, NY 12538",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C4170%20ALBANY%20POST%20RD.%2C+HYDE%20PARK%2C+NY+12538,NY,12538,DEA,Oct2018,"4170 ALBANY POST RD., HYDE PARK, NY 12538",41.775963,-73.930764,Dutchess,36027,27,36,Dutchess,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",4331 NESCONSET HWY.,,"PORT JEFFERSON STN, NY 11776",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C4331%20NESCONSET%20HWY.%2C+PORT%20JEFFERSON%20STN%2C+NY+11776,NY,11776,DEA,Oct2018,"4331 NESCONSET HWY., PORT JEFFERSON STN, NY 11776",40.8963982,-73.1724811,Suffolk,36103,103,36,Suffolk,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",44 NORTH CENTRAL AVENUE,,"VALLEY STREAM, NY 11580",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C44%20NORTH%20CENTRAL%20AVENUE%2C+VALLEY%20STREAM%2C+NY+11580,NY,11580,DEA,Oct2018,"44 NORTH CENTRAL AVENUE, VALLEY STREAM, NY 11580",40.6692550148,-73.7082731813,Nassau,36059,59,36,Nassau,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",4901 KINGS HIGHWAY,,"BROOKLYN, NY 11234",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C4901%20KINGS%20HIGHWAY%2C+BROOKLYN%2C+NY+11234,NY,11234,DEA,Oct2018,"4901 KINGS HIGHWAY, BROOKLYN, NY 11234",40.6343478,-73.928932447,Kings,36047,47,36,Kings,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",499 MONTAUK HIGHWAY,,"WEST ISLIP, NY 11795",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C499%20MONTAUK%20HIGHWAY%2C+WEST%20ISLIP%2C+NY+11795,NY,11795,DEA,Oct2018,"499 MONTAUK HIGHWAY, WEST ISLIP, NY 11795",40.697208,-73.310341,Suffolk,36103,103,36,Suffolk,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",540 AMSTERDAM AVENUE,,"NEW YORK, NY 10024",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C540%20AMSTERDAM%20AVENUE%2C+NEW%20YORK%2C+NY+10024,NY,10024,DEA,Oct2018,"540 AMSTERDAM AVENUE, NEW YORK, NY 10024",40.7881307,-73.9749545,New York,36061,61,36,New York,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",598 COLUMBIA TURNPIKE,,"EAST GREENBUSH, NY 12061",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C598%20COLUMBIA%20TURNPIKE%2C+EAST%20GREENBUSH%2C+NY+12061,NY,12061,DEA,Oct2018,"598 COLUMBIA TURNPIKE, EAST GREENBUSH, NY 12061",42.598815,-73.710136,Rensselaer,36083,83,36,Rensselaer,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",630 LEXINGTON AVENUE,,"NEW YORK, NY 10022",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C630%20LEXINGTON%20AVENUE%2C+NEW%20YORK%2C+NY+10022,NY,10022,DEA,Oct2018,"630 LEXINGTON AVENUE, NEW YORK, NY 10022",40.7587625,-73.9709329,New York,36061,61,36,New York,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",7960 METROPOLITAN AVENUE,,"MIDDLE VILLAGE, NY 11379",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C7960%20METROPOLITAN%20AVENUE%2C+MIDDLE%20VILLAGE%2C+NY+11379,NY,11379,DEA,Oct2018,"7960 METROPOLITAN AVENUE, MIDDLE VILLAGE, NY 11379",40.7122693,-73.88836,Queens,36081,81,36,Queens,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",839 RTE 146,,"CLIFTON PARK, NY 12065",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C839%20RTE%20146%2C+CLIFTON%20PARK%2C+NY+12065,NY,12065,DEA,Oct2018,"839 RTE 146, CLIFTON PARK, NY 12065",42.863754,-73.781845,Saratoga,36091,91,36,Saratoga,New York,NY,Middle Atlantic
"CVS ALBANY, L.L.C.",89-11 NORTHERN BLVD.,,"JACKSON HEIGHTS, NY 11372",http://maps.google.com/maps?q=CVS%20ALBANY%20LLC%2C89-11%20NORTHERN%20BLVD.%2C+JACKSON%20HEIGHTS%2C+NY+11372,NY,11372,DEA,Oct2018,"89-11 NORTHERN BLVD., JACKSON HEIGHTS, NY 11372",40.755364,-73.8872114,Queens,36081,81,36,Queens,New York,NY,Middle Atlantic
"CVS MANCHESTER NH, L.L.C.",242 MAIN STREET,,"NASHUA, NH 03060",http://maps.google.com/maps?q=CVS%20MANCHESTER%20NH%20LLC%2C242%20MAIN%20STREET%2C+NASHUA%2C+NH+03060,NH,3060,DEA,Oct2018,"242 MAIN STREET, NASHUA, NH 03060",42.7575078,-71.4634922,Hillsborough,33011,11,33,Hillsborough,New Hampshire,NH,New England
"CVS MANCHESTER NH, L.L.C.",268 WEST ST.,,"KEENE, NH 03431",http://maps.google.com/maps?q=CVS%20MANCHESTER%20NH%20LLC%2C268%20WEST%20ST.%2C+KEENE%2C+NH+03431,NH,3431,DEA,Oct2018,"268 WEST ST., KEENE, NH 03431",42.9324453684,-72.2882031579,Cheshire,33005,5,33,Cheshire,New Hampshire,NH,New England
"CVS PHARMACY, INC.",105 DAVIS STRAITS,,"FALMOUTH, MA 02540",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C105%20DAVIS%20STRAITS%2C+FALMOUTH%2C+MA+02540,MA,2540,DEA,Oct2018,"105 DAVIS STRAITS, FALMOUTH, MA 02540",41.5601785,-70.5987557,Barnstable,25001,1,25,Barnstable,Massachusetts,MA,New England
"CVS PHARMACY, INC.",1145 KEMPTON STREET,,"NEW BEDFORD, MA 02740",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C1145%20KEMPTON%20STREET%2C+NEW%20BEDFORD%2C+MA+02740,MA,2740,DEA,Oct2018,"1145 KEMPTON STREET, NEW BEDFORD, MA 02740",41.6369799,-70.9565245,Bristol,25005,5,25,Bristol,Massachusetts,MA,New England
"CVS PHARMACY, INC.",115 STAFFORD ST.,,"WORCESTER, MA 01603",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C115%20STAFFORD%20ST.%2C+WORCESTER%2C+MA+01603,MA,1603,DEA,Oct2018,"115 STAFFORD ST., WORCESTER, MA 01603",42.238577,-71.844559,Worcester,25027,27,25,Worcester,Massachusetts,MA,New England
"CVS PHARMACY, INC.",12 HARVARD ST.,,"WALTHAM, MA 02453",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C12%20HARVARD%20ST.%2C+WALTHAM%2C+MA+02453,MA,2453,DEA,Oct2018,"12 HARVARD ST., WALTHAM, MA 02453",42.375847,-71.243805,Middlesex,25017,17,25,Middlesex,Massachusetts,MA,New England
"CVS PHARMACY, INC.",1267 MAIN STREET,,"BROCKTON, MA 02301",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C1267%20MAIN%20STREET%2C+BROCKTON%2C+MA+02301,MA,2301,DEA,Oct2018,"1267 MAIN STREET, BROCKTON, MA 02301",42.0603,-71.014336,Plymouth,25023,23,25,Plymouth,Massachusetts,MA,New England
"CVS PHARMACY, INC.",1280 WORCESTER RD.,,"FRAMINGHAM, MA 01702",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C1280%20WORCESTER%20RD.%2C+FRAMINGHAM%2C+MA+01702,MA,1702,DEA,Oct2018,"1280 WORCESTER RD., FRAMINGHAM, MA 01702",42.297886,-71.44966,Middlesex,25017,17,25,Middlesex,Massachusetts,MA,New England
"CVS PHARMACY, INC.",13-1/2 POND STREET,,"NEWBURYPORT, MA 01950",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C13-1/2%20POND%20STREET%2C+NEWBURYPORT%2C+MA+01950,MA,1950,DEA,Oct2018,"13-1/2 POND STREET, NEWBURYPORT, MA 01950",42.80738,-70.872955,Essex,25009,9,25,Essex,Massachusetts,MA,New England
"CVS PHARMACY, INC.",136 NAHATAN ST.,,"NORWOOD, MA 02062",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C136%20NAHATAN%20ST.%2C+NORWOOD%2C+MA+02062,MA,2062,DEA,Oct2018,"136 NAHATAN ST., NORWOOD, MA 02062",42.195,-71.20065,Norfolk,25021,21,25,Norfolk,Massachusetts,MA,New England
"CVS PHARMACY, INC.",137 FEDERAL STREET,,"GREENFIELD, MA 01301",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C137%20FEDERAL%20STREET%2C+GREENFIELD%2C+MA+01301,MA,1301,DEA,Oct2018,"137 FEDERAL STREET, GREENFIELD, MA 01301",42.590626,-72.59879,Franklin,25011,11,25,Franklin,Massachusetts,MA,New England
"CVS PHARMACY, INC.",137 SOUTH MAIN STREET,,"MILFORD, MA 01757",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C137%20SOUTH%20MAIN%20STREET%2C+MILFORD%2C+MA+01757,MA,1757,DEA,Oct2018,"137 SOUTH MAIN STREET, MILFORD, MA 01757",42.14927,-71.50702,Worcester,25027,27,25,Worcester,Massachusetts,MA,New England
"CVS PHARMACY, INC.",137 WEST CENTRAL STREET,,"NATICK, MA 01760",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C137%20WEST%20CENTRAL%20STREET%2C+NATICK%2C+MA+01760,MA,1760,DEA,Oct2018,"137 WEST CENTRAL STREET, NATICK, MA 01760",42.282642,-71.37508,Middlesex,25017,17,25,Middlesex,Massachusetts,MA,New England
"CVS PHARMACY, INC.",1616 MEMORIAL DR.,,"CHICOPEE, MA 01020",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C1616%20MEMORIAL%20DR.%2C+CHICOPEE%2C+MA+01020,MA,1020,DEA,Oct2018,"1616 MEMORIAL DR., CHICOPEE, MA 01020",42.200012,-72.57292,Hampden,25013,13,25,Hampden,Massachusetts,MA,New England
"CVS PHARMACY, INC.",1620 PRESIDENT AVENUE,,"FALL RIVER, MA 02720",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C1620%20PRESIDENT%20AVENUE%2C+FALL%20RIVER%2C+MA+02720,MA,2720,DEA,Oct2018,"1620 PRESIDENT AVENUE, FALL RIVER, MA 02720",41.711945,-71.126976,Bristol,25005,5,25,Bristol,Massachusetts,MA,New England
"CVS PHARMACY, INC.",171 NORTH MAIN STREET,,"RANDOLPH, MA 02368",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C171%20NORTH%20MAIN%20STREET%2C+RANDOLPH%2C+MA+02368,MA,2368,DEA,Oct2018,"171 NORTH MAIN STREET, RANDOLPH, MA 02368",42.16536,-71.04311,Norfolk,25021,21,25,Norfolk,Massachusetts,MA,New England
"CVS PHARMACY, INC.",1815 MIDDLESEX STREET,,"LOWELL, MA 01851",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C1815%20MIDDLESEX%20STREET%2C+LOWELL%2C+MA+01851,MA,1851,DEA,Oct2018,"1815 MIDDLESEX STREET, LOWELL, MA 01851",42.634876,-71.35476,Middlesex,25017,17,25,Middlesex,Massachusetts,MA,New England
"CVS PHARMACY, INC.",1880 OCEAN STREET,,"MARSHFIELD, MA 02050",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C1880%20OCEAN%20STREET%2C+MARSHFIELD%2C+MA+02050,MA,2050,DEA,Oct2018,"1880 OCEAN STREET, MARSHFIELD, MA 02050",42.09201,-70.704475,Plymouth,25023,23,25,Plymouth,Massachusetts,MA,New England
"CVS PHARMACY, INC.",19 DODGE ST.,,"BEVERLY, MA 01915",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C19%20DODGE%20ST.%2C+BEVERLY%2C+MA+01915,MA,1915,DEA,Oct2018,"19 DODGE ST., BEVERLY, MA 01915",42.573723,-70.89262,Essex,25009,9,25,Essex,Massachusetts,MA,New England
"CVS PHARMACY, INC.",197 BOSTON TURNPIKE RTE 9,,"SHREWSBURY, MA 01545",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C197%20BOSTON%20TURNPIKE%20RTE%209%2C+SHREWSBURY%2C+MA+01545,MA,1545,DEA,Oct2018,"197 BOSTON TURNPIKE RTE 9, SHREWSBURY, MA 01545",42.2746817,-71.7460745,Worcester,25027,27,25,Worcester,Massachusetts,MA,New England
"CVS PHARMACY, INC.",261 CHAUNCY STREET,,"MANSFIELD, MA 02048",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C261%20CHAUNCY%20STREET%2C+MANSFIELD%2C+MA+02048,MA,2048,DEA,Oct2018,"261 CHAUNCY STREET, MANSFIELD, MA 02048",42.0311065,-71.2307117,Bristol,25005,5,25,Bristol,Massachusetts,MA,New England
"CVS PHARMACY, INC.",264 EAST MAIN STREET,,"MARLBORO, MA 01752",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C264%20EAST%20MAIN%20STREET%2C+MARLBORO%2C+MA+01752,MA,1752,DEA,Oct2018,"264 EAST MAIN STREET, MARLBORO, MA 01752",42.351196,-71.534706,Middlesex,25017,17,25,Middlesex,Massachusetts,MA,New England
"CVS PHARMACY, INC.",27-43 MAIN STREET,,"WATERTOWN, MA 02472",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C27-43%20MAIN%20STREET%2C+WATERTOWN%2C+MA+02472,MA,2472,DEA,Oct2018,"27-43 MAIN STREET, WATERTOWN, MA 02472",42.366318,-71.18585,Middlesex,25017,17,25,Middlesex,Massachusetts,MA,New England
"CVS PHARMACY, INC.","272 EAST CENTRAL STREET, ROUTE 140",,"FRANKLIN, MA 02038",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C272%20EAST%20CENTRAL%20STREET%2C%20ROUTE%20140%2C+FRANKLIN%2C+MA+02038,MA,2038,DEA,Oct2018,"272 EAST CENTRAL STREET, ROUTE 140, FRANKLIN, MA 02038",42.08039,-71.385445,Norfolk,25021,21,25,Norfolk,Massachusetts,MA,New England
"CVS PHARMACY, INC.",284 WINTHROP ST.,TAUNTON PLZ,"TAUNTON, MA 02780",http://maps.google.com/maps?q=CVS%20PHARMACY%20INC%2C284%20WINTHROP%20ST.%2C+TAUNTON%2C+MA+02780,MA,2780,DEA,Oct2018,"284 WINTHROP ST., TAUNTON PLZ, TAUNTON, MA 02780",41.889107,-71.12004,Bristol,25005,5,25,Bristol,Massachusetts,MA,New England
